,cmte_id,amndt_ind,rpt_tp,transaction_pgi,transaction_tp,entity_tp,city,state,zip_code,employer,occupation,transaction_dt,transaction_amt,file_num
1672112,C00431171,A,M5,P,15,IND,JERSEY CITY,NJ,7305.0,missing,retired,2012-04-29,7.824046010856292,944275.0
529923,C00140590,N,M3,Desconhecido,15,IND,MOJAVE,CA,93501.0,missing,retired,2011-02-07,5.703782474656201,717566.0
1744454,C00431445,A,30G,G,15,IND,BROOKLYN,NY,11203,missing,retired,2012-10-18,6.214608098422191,876050.0
1057259,C00495820,A,M2,P,15,IND,DUARTE,CA,91010.0,missing,retired,2012-01-15,5.303304908059076,779231.0
593953,C00202523,N,Q2,P,15,IND,MIDDLEBORO,MA,2346.0,missing,retired,2011-06-13,6.214608098422191,735299.0
1093934,C00492645,A,30G,O,15,IND,STAMFORD,CT,6902.0,missing,retired,2012-11-09,5.521460917862246,847435.0
122329,C00492561,A,Q1,P,15E,IND,MADISON,CT,6443.0,missing,retired,2011-03-29,5.521460917862246,727542.0
290782,C00075820,A,M10,Desconhecido,15,IND,VIDOR,TX,77662.0,information requested per best efforts,retired,2011-09-28,6.214608098422191,789625.0
1127775,C00511550,N,Q2,P,15,IND,HALIFAX,PA,17032.0,missing,retired,2012-04-13,6.907755278982137,798369.0
2621451,C00401224,N,30G,P,24T,IND,SAN FRANCISCO,CA,94117.0,missing,retired,2012-10-28,5.521460917862246,841241.0
276405,C00473827,A,Q1,G,15,IND,ALEXANDRIA,VA,22301.0,missing,retired,2011-03-22,6.214608098422191,794577.0
1070752,C00431171,A,M3,P,15,IND,CEDAR HILLS,UT,84062.0,missing,retired,2012-02-16,5.298317366548036,780124.0
26649,C00461061,A,Q1,P,15,IND,SACRAMENTO,CA,95821,missing,retired,2011-03-17,5.521460917862246,727410.0
2907088,C00512426,A,Q3,G,15,IND,POUND RIDGE,NY,10576,missing,retired,2012-09-18,6.214608098422191,827467.0
1210635,C00514554,N,Q2,P,15,IND,NEW YORK,NY,10128.0,missing,retired,2012-06-11,6.214608098422191,798094.0
382776,C00003418,A,M3,Desconhecido,15,IND,SAINT LOUIS,MO,63131.0,missing,retired,2011-02-11,5.736572297479192,767230.0
960768,C00344473,A,Q3,P,15,IND,ORCHARD LAKE,MI,48323.0,missing,retired,2011-09-29,5.521460917862246,751318.0
2757387,C00412890,A,Q1,P,15,IND,WILMINGTON,DE,19807.0,missing,retired,2012-02-06,6.907755278982137,781178.0
163541,C00498121,A,Q3,P,15,IND,HUDSON OAKS,TX,76087.0,missing,retired,2011-08-10,6.907755278982137,756186.0
2273903,C00337626,N,M6,Desconhecido,15,IND,WILTON,CT,6897.0,missing,retired,2012-05-31,5.337538079701318,791239.0
1694746,C00431171,A,M8,P,15,IND,MARIETTA,GA,30064.0,missing,retired,2012-07-23,6.214608098422191,944286.0
2044499,C00431445,A,M9,P,15,IND,PORTLAND,OR,97217.0,missing,retired,2012-08-02,5.521460917862246,897073.0
2101326,C00494740,A,M10,P,15,IND,SARATOGA,CA,95070.0,missing,retired,2012-09-28,6.214608098422191,870880.0
127162,C00042366,A,M4,Desconhecido,15,IND,NEW YORK,NY,10023.0,information requested,retired,2011-03-17,5.521460917862246,727546.0
251831,C00437376,N,YE,Desconhecido,15,IND,DALLAS,TX,75219.0,missing,retired,2011-11-07,6.396929655216146,759735.0
1885035,C00431445,A,M4,P,15,IND,ALBUQUERQUE,NM,87107,missing,retired,2012-03-30,5.521460917862246,896852.0
3206879,C00431171,A,M7,P,15,IND,EDMOND,OK,73034.0,missing,retired,2012-06-05,5.298317366548036,896735.0
3159172,C00431171,A,12G,G,15,IND,LONDONDERRY,NH,3053.0,missing,retired,2012-10-04,5.521460917862246,933475.0
2160774,C00211318,N,M2,Desconhecido,15,IND,SAN FRANCISCO,CA,94105,missing,retired,2012-01-31,5.703782474656201,766978.0
1467623,C00105668,A,M10,Desconhecido,15,IND,GOLD RIVER,CA,95670.0,missing,retired,2012-09-10,5.521460917862246,862559.0
2976540,C00330514,A,Q2,Desconhecido,15,IND,PEMBROKE PINES,FL,33028.0,missing,retired,2012-05-21,6.907755278982137,845508.0
3112250,C00518282,A,Q3,P,15,IND,AMARILLO,TX,79106.0,missing,retired,2012-09-24,6.907755278982137,889722.0
2170125,C00496034,N,M3,P,15,IND,WESTERVILLE,OH,43082.0,missing,retired,2012-02-23,6.214608098422191,771852.0
616826,C00350520,N,Q2,P,15,IND,WASHINGTON,DC,20004.0,missing,retired,2011-04-19,6.907755278982137,736295.0
265266,C00003855,N,YE,Desconhecido,15,IND,MERRILVILLE,IN,46410.0,missing,retired,2011-09-26,6.214608098422191,821227.0
1591608,C00431445,A,M6,P,15,IND,TAMPA,FL,33606.0,missing,retired,2012-05-24,5.521460917862246,896893.0
2821033,C00193433,A,M5,Desconhecido,15,IND,LARCHMONT,NY,10538,missing,retired,2012-04-19,6.214608098422191,808246.0
2957813,C00042366,A,M6,Desconhecido,15,IND,ALEXANDRIA,VA,22305.0,missing,retired,2012-05-23,6.907755278982137,792626.0
1383501,C00494740,N,30G,G,15,IND,MANHATTAN BEACH,CA,90266.0,missing,retired,2012-10-29,6.907755278982137,839903.0
839057,C00495820,A,Q3,P,15,IND,WESTMINSTER,MD,21158.0,missing,retired,2011-09-30,5.298317366548036,779225.0
1030679,C00395848,N,Q1,P,15,IND,KANSAS CITY,MO,64113.0,missing,retired,2012-03-25,6.907755278982137,778416.0
1015710,C00122176,N,Q2,G,22Y,IND,ZIONSVILLE,IN,46077.0,missing,retired,2012-05-23,7.313220387090301,799448.0
1872307,C00431445,A,M4,P,15,IND,BIRMINGHAM,AL,35213,missing,retired,2012-03-12,6.214608098422191,896852.0
379136,C00023028,A,MY,Desconhecido,15,IND,BLYTHE,CA,92225.0,missing,retired,2011-02-17,5.521460917862246,771677.0
3099924,C00518282,A,Q2,P,15,IND,GREENWOOD VILLAGE,CO,80121.0,missing,retired,2012-05-21,7.824046010856292,889719.0
485729,C00467233,A,Q2,P,15,IND,NEEDHAM HEIGHTS,MA,2494.0,missing,retired,2011-05-18,5.521460917862246,742914.0
3204563,C00431171,A,M7,P,15,IND,WEXFORD,PA,15090.0,missing,retired,2012-06-11,5.521460917862246,896735.0
2543316,C00431445,A,M8,P,15,IND,SILVER SPRING,MD,20910.0,missing,retired,2012-07-16,5.521460917862246,896964.0
285915,C00465971,A,Q2,P,15,IND,LIBERTYVILLE,IL,60048.0,missing,retired,2011-06-21,7.783224016336037,793745.0
1598226,C00431445,A,M10,G,15,IND,SAN FRANCISCO,CA,94127.0,missing,retired,2012-09-30,5.521460917862246,897086.0
2511073,C00504357,A,Q3,G,15,IND,SHELTON,CT,6484.0,missing,retired,2012-09-30,7.600902459542082,955853.0
1876679,C00431445,A,M4,P,15,IND,BROOKLYN,NY,11211,missing,retired,2012-03-24,5.521460917862246,896852.0
2251759,C00494740,A,M3,P,15,IND,SHELBURNE,VT,5482.0,missing,retired,2012-02-26,5.521460917862246,790113.0
48682,C00001008,N,MY,Desconhecido,15,IND,SLIDELL,LA,70461.0,missing,retired,2011-04-08,5.703782474656201,733393.0
1760628,C00431445,A,30G,G,15,IND,LOS ANGELES,AZ,90026,missing,retired,2012-11-02,5.521460917862246,876050.0
2886895,C00501643,N,12G,G,15,IND,WILMINGTON,NC,28411,missing,retired,2012-10-11,5.521460917862246,825725.0
2454987,C00472365,A,Q1,G,15,IND,LAKE QUIVIRA,KS,66217.0,missing,retired,2012-03-31,7.313220387090301,835815.0
2088953,C00494740,A,M10,P,15,IND,MISSOURI CITY,TX,77459.0,missing,retired,2012-09-03,6.907755278982137,870880.0
3216509,C00431171,A,12G,G,15,IND,FORT COLLINS,CO,80536.0,missing,retired,2012-10-03,5.521460917862246,933475.0
2888829,C00496364,N,12G,G,15,IND,CHARLOTTESVILLE,VA,22901,missing,retired,2012-10-02,5.521460917862246,827900.0
1367855,C00512970,N,30G,G,15,IND,BROOKLINE,MA,2445.0,missing,retired,2012-10-31,5.521460917862246,840823.0
1412130,C00010603,A,12G,Desconhecido,15,IND,DELAND,FL,32720,missing,retired,2012-10-09,6.214608098422191,838172.0
2091226,C00494740,A,M10,P,15,IND,CHICAGO,IL,60605.0,missing,retired,2012-09-06,5.521460917862246,870880.0
130729,C00140061,N,MY,Desconhecido,15,IND,LEXINGTON,KY,40502.0,missing,retired,2011-03-10,6.907755278982137,740277.0
1319529,C00524181,N,12G,Desconhecido,10,IND,CORONA DEL MAR,CA,92625.0,missing,retired,2012-10-08,8.517193191416238,826960.0
1788824,C00003418,A,30G,Desconhecido,15,IND,ALPHARETTA,GA,30009.0,missing,retired,2012-10-26,5.393627546352362,872153.0
2966928,C00042366,A,M3,Desconhecido,15,IND,MADERA,CA,93638.0,missing,retired,2012-02-10,5.384495062789089,772477.0
1403932,C00494740,N,30G,G,15,IND,SANDPOINT,ID,83864.0,missing,retired,2012-11-02,5.521460917862246,839903.0
2851087,C00075820,A,M4,Desconhecido,15,IND,ZIONSVILLE,IN,46077.0,missing,retired,2012-03-05,5.703782474656201,812834.0
523118,C00431445,A,YE,P,15,IND,WOODLAND HILLS,CA,91367.0,missing,retired,2011-12-01,6.907755278982137,896693.0
2328688,C00509901,A,Q1,P,15,IND,GAINESVILLE,FL,32607.0,missing,retired,2012-03-26,6.214608098422191,816768.0
2817895,C00193433,N,M8,Desconhecido,15,IND,CAMBRIDGE,MA,02140,missing,retired,2012-07-20,5.521460917862246,804735.0
3142495,C00518282,A,Q3,P,15,IND,CLARENDON HILLS,IL,60514,missing,retired,2012-07-16,8.517193191416238,889722.0
1237632,C00401224,N,M10,Desconhecido,24T,IND,PITTSBURGH,PA,15238.0,missing,retired,2012-09-30,5.521460917862246,821504.0
2598352,C00515478,A,12P,P,15,IND,FALLS CHURCH,VA,22042.0,missing,retired,2012-07-21,5.857933154483459,807376.0
356846,C00003418,A,M8,Desconhecido,15,IND,YORK,PA,17404.0,missing,retired,2011-07-06,5.521460917862246,773064.0
2579348,C00003418,A,M9,Desconhecido,15,IND,MAHWAH,NJ,7430.0,missing,retired,2012-08-29,6.620073206530356,853945.0
190512,C00431445,A,Q3,P,15,IND,BINGEN,WA,98605.0,missing,retired,2011-09-25,6.214608098422191,756218.0
899224,C00003111,A,MY,P,15,IND,YARMOUTH,ME,4096.0,missing,retired,2011-03-14,6.907755278982137,875181.0
2382941,C00507830,N,M10,P,15,IND,SAN RAFAEL,CA,94901.0,missing,retired,2012-09-23,6.907755278982137,821023.0
2666062,C00496497,N,M2,P,15,IND,OCEAN CITY,MD,21843.0,missing,retired,2012-01-30,6.907755278982137,767151.0
3088452,C00518282,A,Q2,P,15,IND,CINCINNATI,OH,45249.0,missing,retired,2012-06-06,9.210340371976184,889719.0
2494658,C00344473,A,Q1,P,15,IND,PORT HURON,MI,48060.0,missing,retired,2012-02-07,6.214608098422191,781002.0
1425804,C00295527,A,M10,Desconhecido,15,IND,CLEMSON,SC,29631,missing,retired,2012-09-05,5.298317366548036,838642.0
903208,C00010603,A,M11,Desconhecido,15,IND,WEST DES MOINES,IA,50266.0,missing,retired,2011-10-04,5.356586274672012,769164.0
1610009,C00431445,A,M7,P,15,IND,SHELL KNOB,MO,65747.0,missing,retired,2012-06-21,5.521460917862246,896900.0
2753294,C00430108,N,M5,Desconhecido,15,IND,SANTA CRUZ,CA,95060.0,missing,retired,2012-04-06,7.1308988302963465,782227.0
2637828,C00042366,A,M7,Desconhecido,15,IND,NEWPORT NEWS,VA,23607.0,retired,retired,2012-06-07,5.521460917862246,807832.0
227819,C00401224,A,M2,Desconhecido,24T,IND,WASHINGTON,DC,20002.0,missing,retired,2011-01-05,5.521460917862246,765241.0
1713527,C00500843,A,Q3,G,15,IND,GREENFIELD,NH,03047,missing,retired,2012-09-28,5.521460917862246,835620.0
804710,C00477323,A,Q3,P,15,IND,GREENVILLE,MS,38701.0,missing,retired,2011-09-30,6.907755278982137,766843.0
2507148,C00503409,A,Q3,G,15,IND,ALEXANDRIA,VA,22302.0,missing,retired,2012-09-21,6.214608098422191,834017.0
350547,C00401224,A,M7,Desconhecido,24T,IND,ST LOUIS,MO,63130.0,missing,retired,2011-06-30,5.521460917862246,770318.0
75472,C00219642,N,M4,Desconhecido,15,IND,MIRAMAR,FL,33029,missing,retired,2011-03-31,5.8944028342648505,726013.0
535883,C00365692,N,Q1,P,15,IND,CHESAPEAKE,VA,23320.0,missing,retired,2011-03-07,7.824046010856292,723532.0
2613708,C00401224,N,30G,P,24T,IND,BATON ROUGE,LA,70810.0,missing,retired,2012-10-31,5.298317366548036,841241.0
815601,C00446815,N,YE,P,15,IND,KATY,TX,77494.0,missing,retired,2011-12-30,5.521460917862246,762410.0
885318,C00496497,N,YE,P,15,IND,CHARLESTON,WV,25329.0,information requested per best efforts,retired,2011-12-23,7.824046010856292,762965.0
2594403,C00499350,A,12P,P,15,IND,HUNTSVILLE,TX,77340.0,missing,retired,2012-05-07,6.214608098422191,787317.0
1031806,C00500439,N,Q1,P,15,IND,SEATTLE,WA,98102.0,missing,retired,2012-03-30,5.521460917862246,778453.0
170217,C00499988,N,YE,P,15,IND,TEXARKANA,AR,71854.0,missing,retired,2011-12-29,7.824046010856292,758303.0
3064918,C00000935,A,YE,P,15,IND,GIG HARBOR,WA,98335.0,retired,retired,2012-12-18,5.521460917862246,890249.0
642674,C00445452,N,Q2,P,15,IND,ALEXANDRIA,VA,22304.0,missing,retired,2011-06-22,6.907755278982137,736360.0
1108067,C00410639,N,Q1,P,15E,IND,ALEXANDRIA,VA,22301.0,missing,retired,2012-03-31,6.214608098422191,777310.0
251558,C00007880,A,M9,Desconhecido,15,IND,BELLINGHAM,WA,98229.0,missing,retired,2011-08-05,6.907755278982137,761143.0
1651237,C00431445,A,M10,G,15,IND,WOODINVILLE,WA,98077.0,missing,retired,2012-09-18,5.703782474656201,897086.0
1382279,C00494740,N,30G,G,22Y,IND,TOUTLE,WA,98649.0,missing,retired,2012-10-29,3.912023005428146,839903.0
777782,C00227546,N,M12,Desconhecido,15,IND,MERCER ISLAND,WA,98040.0,missing,retired,2011-11-30,5.337538079701318,755095.0
434811,C00431445,A,Q2,P,15,IND,WESTON,MA,2493.0,missing,retired,2011-06-02,6.907755278982137,896673.0
1450802,C00464073,A,Q3,G,15,IND,SHELBYVILLE,TN,37160.0,missing,retired,2012-08-30,6.214608098422191,855190.0
389038,C00003418,A,M5,Desconhecido,15,IND,WATERTOWN,NY,13601.0,missing,retired,2011-04-11,6.907755278982137,772096.0
887671,C00496497,N,YE,P,15,IND,MIDLAND,TX,79708.0,missing,retired,2011-12-29,5.521460917862246,762965.0
1936288,C00431171,A,M4,P,15,IND,MCLEAN,VA,22101.0,missing,retired,2012-03-06,6.214608098422191,896732.0
2026116,C00431445,A,M9,P,15,IND,TAKOMA PARK,MD,20912.0,missing,retired,2012-08-26,5.298317366548036,897073.0
220063,C00435735,N,M12,Desconhecido,15,IND,LOS ANGELES,CA,90045.0,missing,retired,2011-11-15,5.337538079701318,755262.0
2084793,C00494740,A,M10,P,15,IND,NEW YORK,NY,10128.0,missing,retired,2012-09-19,6.214608098422191,870880.0
998725,C00101105,N,M4,Desconhecido,15,IND,PENDER,NE,68047.0,missing,retired,2012-03-30,5.703782474656201,776689.0
2431723,C00411330,N,Q3,P,15,IND,OAKLAND,CA,94619.0,missing,retired,2012-08-16,5.521460917862246,834171.0
2756528,C00264697,A,Q1,G,15,IND,PRINCETON,NJ,8540.0,missing,retired,2012-03-31,6.214608098422191,780650.0
1136268,C00139659,N,M7,Desconhecido,24I,IND,NORTHBROOK,IL,60062.0,missing,retired,2012-06-13,5.521460917862246,800488.0
430125,C00494096,A,YE,P,15,IND,TENAFLY,NJ,7670.0,missing,retired,2011-12-02,7.824046010856292,872245.0
1504125,C00003418,A,12G,Desconhecido,15,IND,CHARLOTTESVILLE,VA,22901.0,missing,retired,2012-10-05,6.214608098422191,867755.0
2826950,C00030718,A,M6,Desconhecido,15,IND,CHILHOWIE,VA,24319,missing,retired,2012-05-15,5.703782474656201,808610.0
1036682,C00313684,N,Q1,P,15,IND,TITUSVILLE,NJ,8560.0,missing,retired,2012-01-20,6.907755278982137,777863.0
1885703,C00431445,A,M4,P,15,IND,DENVER,CO,80210,missing,retired,2012-03-20,6.907755278982137,896852.0
3084845,C00518282,A,Q2,P,15,IND,TEXARKANA,TX,75503.0,missing,retired,2012-06-11,7.824046010856292,889719.0
2563618,C00431445,A,M8,P,15,IND,ST BONIFACIUS,MN,55375.0,missing,retired,2012-07-02,5.521460917862246,896964.0
435194,C00458570,A,M10,P,15,IND,BOCA RATON,FL,334324093.0,missing,retired,2011-09-19,6.214608098422191,880873.0
1183598,C00463653,N,Q2,P,15,IND,PITTSBURGH,PA,15215.0,missing,retired,2012-04-12,6.214608098422191,802778.0
3155339,C00518282,A,Q3,P,15,IND,ARLINGTON,VA,22207.0,missing,retired,2012-09-10,7.824046010856292,889722.0
563812,C00479188,A,Q1,Desconhecido,15,IND,LA CANADA,CA,nan,missing,retired,2011-03-10,6.214608098422191,725878.0
1380866,C00494740,N,30G,G,15,IND,NEW YORK,NY,10128.0,missing,retired,2012-10-25,5.926926025970411,839903.0
845679,C00495820,A,YE,P,15,IND,NICHOLASVILLE,KY,40356.0,missing,retired,2011-10-19,5.521460917862246,779227.0
2456273,C00523258,A,Q3,G,15,IND,EDWARDSVILLE,IL,62025.0,missing,retired,2012-08-08,7.824046010856292,833789.0
168553,C00121368,N,M12,Desconhecido,15,IND,PLANO,TX,75024.0,missing,retired,2011-11-01,6.907755278982137,754710.0
701015,C00494740,A,Q2,P,15,IND,PALMETTO BAY,FL,33157.0,missing,retired,2011-06-14,8.517193191416238,748092.0
744180,C00500587,A,Q3,P,15,IND,COPPELL,TX,75019.0,information requested per best efforts,retired,2011-09-02,7.824046010856292,751678.0
2758928,C00415026,A,M5,Desconhecido,15,IND,SAN ANTONIO,TX,78248.0,missing,retired,2012-04-23,6.214608098422191,790642.0
593720,C00366096,N,Q2,P,15,IND,CHEVY CHASE,MD,20815.0,missing,retired,2011-05-21,7.824046010856292,735821.0
3223057,C00431171,A,M7,P,15,IND,LIBERTYVILLE,IL,60048.0,missing,retired,2012-06-05,5.521460917862246,896735.0
1116216,C00309567,N,Q1,P,15,IND,LEAGUE CITY,TX,77573.0,missing,retired,2012-01-17,5.298317366548036,775537.0
3134091,C00518282,A,Q3,P,15,IND,PASADENA,CA,91105,missing,retired,2012-09-26,5.521460917862246,889722.0
2854463,C00041566,N,Q3,Desconhecido,15,IND,CHICAGO,IL,60611.0,missing,retired,2012-08-09,6.907755278982137,814822.0
1810956,C00431445,A,30G,G,15,IND,SILVER SPRING,MD,20910.0,missing,retired,2012-10-27,6.214608098422191,876050.0
3036032,C00444620,A,Q2,G,15,IND,DELMONT,PA,15626.0,missing,retired,2012-06-12,5.521460917862246,853471.0
1152545,C00264564,N,Q2,G,15,IND,RUMSON,NJ,7760.0,retired,retired,2012-06-25,6.214608098422191,800755.0
3069193,C00518282,A,30G,P,15,IND,HERMISTON,OR,97838.0,missing,retired,2012-10-30,5.521460917862246,890355.0
3329856,C00431171,A,M10,G,15,IND,ALEXANDRIA,VA,22302.0,missing,retired,2012-09-30,6.907755278982137,944828.0
2810564,C00494740,N,M8,P,15,IND,ANNAPOLIS,MD,21401.0,missing,retired,2012-07-24,5.991464547107982,805999.0
1290808,C00523258,A,Q2,P,15,IND,BELLEVILLE,IL,62223.0,missing,retired,2012-06-21,7.824046010856292,818350.0
2716334,C00009985,A,M4,Desconhecido,24T,IND,WASHINGTON,DC,20036.0,missing,retired,2012-03-14,6.907755278982137,785107.0
386961,C00373563,A,YE,P,15,IND,CLIVE,IA,50325.0,missing,retired,2011-11-29,5.521460917862246,767484.0
1655580,C00499517,A,30G,G,15,IND,TRAVERSE CITY,MI,496850348.0,missing,retired,2012-10-30,7.600902459542082,925405.0
453505,C00495846,A,Q3,G,15,IND,FRONTENAC,MO,63131.0,missing,retired,2011-09-20,7.824046010856292,866218.0
811404,C00280537,N,YE,P,15,IND,BURKE,VA,22015.0,missing,retired,2011-11-19,5.521460917862246,763954.0
1679807,C00431171,A,M8,P,15,IND,DOYLESTOWN,PA,18902.0,missing,retired,2012-07-30,5.298317366548036,944286.0
2599775,C00495358,A,Q2,G,15,IND,ARLINGTON,VA,22206.0,missing,retired,2012-06-29,5.298317366548036,858375.0
1770975,C00431445,A,30G,G,15,IND,SEATTLE,WA,98122.0,missing,retired,2012-10-26,5.521460917862246,876050.0
3273196,C00431171,A,M9,P,15,IND,AUSTIN,TX,78730.0,missing,retired,2012-08-10,5.521460917862246,896743.0
2671881,C00494740,N,M2,P,15,IND,NEW YORK,NY,10026.0,missing,retired,2012-01-16,5.703782474656201,766452.0
1729098,C00431445,A,M10,P,15,IND,CARROLLTON,TX,75007,missing,retired,2012-09-06,5.521460917862246,897086.0
2028789,C00431445,A,12G,G,15,IND,WACO,TX,76708.0,missing,retired,2012-10-17,5.521460917862246,897092.0
776028,C00163832,N,M11,Desconhecido,15,IND,JACKSONVILLE BEACH,FL,32250.0,missing,retired,2011-10-03,5.298317366548036,753149.0
1511527,C00003418,A,M10,Desconhecido,15,IND,MIAMI,FL,33143,missing,retired,2012-09-26,5.521460917862246,867750.0
37280,C00375360,N,M5,Desconhecido,15,IND,AMHERST,OH,44001.0,missing,retired,2011-04-07,6.907755278982137,729416.0
2203344,C00413914,N,12P,P,15,IND,LARCHMONT,NY,10538,missing,retired,2012-05-30,6.214608098422191,791913.0
89161,C00347492,A,Q1,P,15,IND,COLUMBUS,OH,43235,missing,retired,2011-03-25,6.907755278982137,743768.0
131954,C00303339,N,M8,Desconhecido,15,IND,COLTS NECK,NJ,7722.0,missing,retired,2011-07-29,6.907755278982137,742142.0
1233485,C00401224,N,M10,Desconhecido,24T,IND,OLD WESTBURY,NY,11568.0,missing,retired,2012-09-21,5.521460917862246,821504.0
2003945,C00431445,A,M9,P,15,IND,EUGENE,OR,97401.0,missing,retired,2012-08-06,5.703782474656201,897073.0
2217466,C00010603,A,M3,Desconhecido,15,IND,CHICAGO,IL,60614,missing,retired,2012-02-21,6.907755278982137,792670.0
723994,C00349506,N,Q3,P,15,IND,SEATTLE,WA,98144.0,missing,retired,2011-09-14,6.907755278982137,751518.0
1487053,C00467233,A,Q2,P,15,IND,FALL RIVER,MA,2723.0,missing,retired,2012-05-11,5.521460917862246,857428.0
2419030,C00398644,N,30G,G,15,IND,OAKLAND,CA,94618.0,missing,retired,2012-11-01,5.521460917862246,840287.0
2595553,C00264564,A,12G,G,15,IND,CHEVY CHASE,MD,20815.0,missing,retired,2012-10-15,6.214608098422191,841917.0
2435689,C00326801,N,Q3,G,15,IND,MCLEAN,VA,22101.0,homemaker,retired,2012-09-22,7.824046010856292,834180.0
1471792,C00000935,A,M7,Desconhecido,15,IND,VENICE,FL,34285.0,missing,retired,2012-06-19,5.703782474656201,862548.0
1337621,C00401224,N,M10,Desconhecido,24T,IND,NY,NY,10011.0,missing,retired,2012-09-28,5.521460917862246,821504.0
1484007,C00467233,A,Q2,P,15,IND,WESTBOROUGH,MA,1581.0,missing,retired,2012-06-06,6.214608098422191,857428.0
3244868,C00431171,A,30G,G,15,IND,ALEXANDRIA,VA,22315.0,missing,retired,2012-10-18,6.214608098422191,933479.0
1094906,C00325738,A,12G,G,15,IND,HENDERSON,NV,89016.0,missing,retired,2012-10-01,6.214608098422191,861406.0
3177620,C00431171,A,12G,G,15,IND,LIVINGSTON,TX,77399.0,missing,retired,2012-10-04,5.521460917862246,933475.0
2244730,C00500843,A,Q1,P,15,IND,CONCORD,MA,1742.0,missing,retired,2012-02-29,5.521460917862246,782162.0
3123313,C00518282,A,Q3,P,15,IND,SNOQUALMIE,WA,98065,missing,retired,2012-09-14,7.824046010856292,889722.0
943025,C00432823,A,YE,Desconhecido,15,IND,COLUMBUS,OH,43206.0,missing,retired,2011-09-19,6.907755278982137,795844.0
3149463,C00518282,A,Q3,P,15,IND,FARIBAULT,MN,55021.0,missing,retired,2012-08-16,7.824046010856292,889722.0
1306768,C00500843,A,12P,P,15,IND,HOCKESSIN,DE,19707.0,missing,retired,2012-07-24,6.214608098422191,808600.0
1870583,C00431445,A,M5,P,15,IND,COLUMBIA,MD,21046,missing,retired,2012-04-23,5.298317366548036,896848.0
2136986,C00494740,A,12G,G,15,IND,SUMMIT,NJ,07901,missing,retired,2012-10-17,6.907755278982137,870885.0
822453,C00385773,N,YE,P,15,IND,MIAMI BEACH,FL,33139.0,missing,retired,2011-12-02,6.907755278982137,763333.0
1233532,C00401224,N,M7,Desconhecido,24T,IND,NORFOLK,CT,6058.0,missing,retired,2012-06-25,5.521460917862246,798883.0
3032291,C00494013,A,Q3,G,15,IND,NEW YORK,NY,10021.0,missing,retired,2012-07-31,7.600902459542082,853096.0
3006572,C00494740,A,M9,P,15,IND,COLD SPRING HARBOR,NY,11724.0,missing,retired,2012-08-11,6.907755278982137,854751.0
2447899,C00463570,A,Q1,P,15,IND,MASHPEE,MA,2649.0,missing,retired,2012-01-20,5.298317366548036,833646.0
1223658,C00264564,A,Q1,G,15,IND,MONTCLAIR,NJ,7043.0,missing,retired,2012-02-29,7.824046010856292,780645.0
2839589,C00508069,N,Q3,G,15,IND,ASHEVILLE,NC,28801,missing,retired,2012-09-26,6.214608098422191,817667.0
2195494,C00039578,N,M3,Desconhecido,15,IND,NEW ORLEANS,LA,70115,missing,retired,2012-02-24,7.824046010856292,771808.0
1348610,C00313684,N,30G,G,15,IND,PRINCETON,NJ,8540.0,missing,retired,2012-11-03,6.214608098422191,839820.0
1577171,C00431445,A,M10,P,15,IND,SAN FRANCISCO,CA,94102.0,missing,retired,2012-09-06,5.521460917862246,897086.0
2977000,C00162339,A,M7,P,15,IND,MEDINA,OH,44256.0,missing,retired,2012-06-18,6.309918278226516,858558.0
792585,C00140061,N,YE,Desconhecido,15,IND,CONCORD,NC,28025.0,missing,retired,2011-12-30,5.318119993844216,761354.0
2842827,C00213066,N,M8,Desconhecido,15,IND,WILMINGTON,DE,19805,missing,retired,2012-07-16,5.521460917862246,804470.0
3228374,C00431171,A,M7,P,15,IND,LITCHFIELD,CT,6759.0,missing,retired,2012-06-01,7.824046010856292,896735.0
2617543,C00435628,A,12P,P,15,IND,ANDREWS,TX,79714.0,missing,retired,2012-07-17,6.214608098422191,859119.0
1458933,C00042366,A,M10,Desconhecido,15E,IND,POTOMAC,MD,20854.0,missing,retired,2012-09-27,6.214608098422191,841874.0
1642904,C00431445,A,M10,G,15,IND,VERMILION,OH,44089.0,missing,retired,2012-09-17,5.298317366548036,897086.0
1566088,C00499020,A,30G,Desconhecido,10,IND,MELBOURNE,FL,32940,missing,retired,2012-10-29,6.214608098422191,872191.0
181711,C00431445,A,Q3,P,15,IND,COLUMBIA,MD,21045.0,missing,retired,2011-09-20,6.214608098422191,756218.0
1394391,C00494740,N,30G,G,15,IND,CHARLESTOWN,MA,2129.0,missing,retired,2012-10-27,7.824046010856292,839903.0
1811861,C00431445,A,30G,G,15,IND,HOUSTON,TX,77062.0,missing,retired,2012-10-23,5.521460917862246,876050.0
601293,C00331439,A,Q1,P,15,IND,DENVER,CO,80205.0,missing,retired,2011-02-24,6.214608098422191,738130.0
1797432,C00431445,A,30G,G,15,IND,DANBURY,CT,6811.0,missing,retired,2012-11-03,5.298317366548036,876050.0
3065488,C00518282,A,30G,P,15,IND,SANTA FE,NM,87505.0,missing,retired,2012-10-31,5.521460917862246,890355.0
614785,C00393348,N,Q2,P,15,IND,BATON ROUGE,LA,70808.0,missing,retired,2011-05-26,6.907755278982137,736226.0
1620235,C00431445,A,M7,P,15,IND,CEDAR RAPIDS,IA,52403.0,missing,retired,2012-06-28,5.823045895483019,896900.0
